OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, tctt, central, 0, -2.4, 2.4, 30, 300, 0, 1, "0.954" 
0, tctt, up, 0, -2.4, 2.4, 30, 300, 0, 1, "0.954+0.030" 
0, tctt, down, 0, -2.4, 2.4, 30, 300, 0, 1, "0.954-0.030"  
0, tctt, up_statistic, 0, -2.4, 2.4, 30, 300, 0, 1, "0.954+0.008" 
0, tctt, down_statistic, 0, -2.4, 2.4, 30, 300, 0, 1, "0.954-0.008" 
0, tctt, up_tct, 0, -2.4, 2.4, 30, 300, 0, 1, "0.954+0.0289" 
0, tctt, down_tct, 0, -2.4, 2.4, 30, 300, 0, 1, "0.954-0.0289"
1, tctt, central, 0, -2.4, 2.4, 30, 300, 0, 1, "0.938" 
1, tctt, up, 0, -2.4, 2.4, 30, 300, 0, 1, "0.938+0.028" 
1, tctt, down, 0, -2.4, 2.4, 30, 300, 0, 1, "0.938-0.028"  
1, tctt, up_statistic, 0, -2.4, 2.4, 30, 300, 0, 1, "0.938+0.009" 
1, tctt, down_statistic, 0, -2.4, 2.4, 30, 300, 0, 1, "0.938-0.009" 
1, tctt, up_tct, 0, -2.4, 2.4, 30, 300, 0, 1, "0.938+0.0265" 
1, tctt, down_tct, 0, -2.4, 2.4, 30, 300, 0, 1, "0.938-0.0265"
2, tctt, central, 0, -2.4, 2.4, 30, 300, 0, 1, "0.899" 
2, tctt, up, 0, -2.4, 2.4, 30, 300, 0, 1, "0.899+0.031" 
2, tctt, down, 0, -2.4, 2.4, 30, 300, 0, 1, "0.899-0.031"  
2, tctt, up_statistic, 0, -2.4, 2.4, 30, 300, 0, 1, "0.899+0.009" 
2, tctt, down_statistic, 0, -2.4, 2.4, 30, 300, 0, 1, "0.899-0.009" 
2, tctt, up_tct, 0, -2.4, 2.4, 30, 300, 0, 1, "0.899+0.0297" 
2, tctt, down_tct, 0, -2.4, 2.4, 30, 300, 0, 1, "0.899-0.0297"

